seqN,TreeNo,DeathAge,x,y,z,Year,Age,H,HB,GB,G0.1H,G0,G0.3,G1.3,G2.3,G3.3,G4.3,G5.3,G6.3,G7.3,G8.3,G9.3,G10.3,G11.3,G12.3,G13.3,G14.3,G15.3,G16.3,Vs
946,70,100,1.83,7.927542336,8,1983,27,8.43,4.98,18,28.3,52.7,31.4,26.9,24.5,22.7,19.7,15.9,10.3,5,0.6,0,0,0,0,0,0,0,0,29.2
947,71,100,0.5,6.446188454,7.8,1983,27,10.51,3.87,32.4,38.8,57.4,44.2,37.1,36.5,33.3,31.2,27.2,23.4,17.4,12.8,8.1,1.3,0,0,0,0,0,0,66.65
948,72,100,1.5,6.62258243,7.3,1983,27,6.15,2.58,18.2,24,38.3,24.9,22.1,18.9,15,7,4.4,0,0,0,0,0,0,0,0,0,0,0,13.99
949,73,35,2.5,7.070512479,7,1983,27,6,3.49,10,18.9,27.4,24,15.2,12.2,10.3,7.8,2.5,0,0,0,0,0,0,0,0,0,0,0,8.26
950,74,31,4.5,7.694836503,6.85,1983,27,7.57,4.41,11.7,21.6,26,26.4,18.5,17,14.6,12.4,8.9,4.2,0.9,0,0,0,0,0,0,0,0,0,13.13
951,75,100,4.83,8.464710618,7.6,1983,27,9.05,5.11,16.8,26.5,32.3,28.1,26,24.3,21.6,18.7,15.5,11.1,7.2,1.9,0,0,0,0,0,0,0,0,25.23
952,76,100,5.83,8.912640667,7.9,1983,27,10.62,5.27,24.5,31.2,47.3,34,31.6,29.2,27.4,25.8,23,20.5,16.2,12.3,7,2.5,0,0,0,0,0,0,45.92
953,77,100,6.83,9.089034643,7.9,1983,27,8.8,4.3,14.4,21,29.3,22.2,20.5,18.1,16.3,14.5,12.2,10.2,7.1,2.5,0,0,0,0,0,0,0,0,15.76
954,78,100,7.5,9.030640295,7.8,1983,27,9.12,5.62,12.8,22.3,33.4,25.5,21.3,19.2,17.6,15.6,13.2,10.5,8.4,4.6,0,0,0,0,0,0,0,0,18.6
955,79,100,9.83,9.889752643,8.15,1983,27,10.28,5.18,17.7,24.7,41,28.1,25,22.8,21,19.4,17.5,15,12.5,9.2,4.6,0,0,0,0,0,0,0,27.99
956,80,100,12.17,9.422258486,7.25,1983,27,11.13,5.05,22.6,29.9,47.7,36.7,30.2,28.2,27,24.5,21.4,18.7,16,12.6,8.5,3.8,0,0,0,0,0,0,44.24
957,81,28,11.83,8.389706211,6.4,1983,27,6.36,3.25,12.1,17.9,27.3,18.7,16.9,14.5,11.7,7.3,4.1,0.3,0,0,0,0,0,0,0,0,0,0,8.29
958,82,100,10.83,8.740411672,6.9,1983,27,11.86,5.69,27.4,35.1,56.5,38.2,34.9,34.5,32.8,30.6,28.2,25.4,22.4,17.4,12.9,7.5,1.7,0,0,0,0,0,66.19
959,83,100,9.83,8.564017696,7,1983,27,11.15,5,25.7,35.2,47.3,40.5,34.7,32.1,29.7,27.3,23.9,20.2,16,11.9,8.6,3.4,0,0,0,0,0,0,53.5
960,84,100,7.83,8.20324339,7.1,1983,27,10.6,4.77,25.7,33.6,48.8,35.3,32.9,30.9,29,26.2,23.9,20.5,17.1,12.2,6.8,1.3,0,0,0,0,0,0,49.43
961,85,37,6.5,8.055610809,7.1,1983,27,7.57,4.75,12.2,18.8,25.9,20,17.9,16.7,14.8,12.9,9.5,5.3,1.1,0,0,0,0,0,0,0,0,0,11.65
962,86,100,6.5,7.520525018,6.66,1983,27,10.51,5.88,17.4,25.3,42.3,26.7,25,23.8,22.1,20,18.8,16.2,14.2,10.3,5.5,0.3,0,0,0,0,0,0,29.97
963,87,100,5.83,6.780283855,5.85,1983,27,10.31,6.18,16.4,24.2,36.2,25.1,24,23.3,21.9,20.4,17.8,16.1,12.6,9,4.5,0.3,0,0,0,0,0,0,27.51
964,88,100,4.83,6.867439598,6.15,1983,27,10.64,4.85,28.4,35.4,60.7,38.7,34.9,33.5,31.7,29,25.9,23.4,20.4,15.5,7.6,2.2,0,0,0,0,0,0,60.86
965,89,100,0.17,5.412764621,7,1983,27,8.37,3.72,26,32.2,55.4,36.7,31.2,28.4,25.7,22.2,17.5,11.7,6.4,0.3,0,0,0,0,0,0,0,0,37.83
966,90,100,0.5,4.313831642,6,1983,27,9.17,3.05,31.3,35.1,44.8,36.7,34.5,32.3,30.5,26.8,22.9,16.3,10.8,4.3,0,0,0,0,0,0,0,0,47.59
967,91,40,1.5,5.025311409,6.2,1983,27,7.27,3.8,11.6,18.7,29.5,21.9,17.5,15.4,12.7,10.5,7.5,4,0,0,0,0,0,0,0,0,0,0,10.56
968,92,100,1.83,3.934364786,5.2,1983,27,9.05,3.08,28.1,33.3,56.6,35.6,32.6,30.4,27.3,23.3,19.1,13.6,8.2,2.6,0,0,0,0,0,0,0,0,41.39
969,93,39,2.83,4.909394272,5.2,1983,27,6.1,2.17,14.1,19.4,28.2,22,16.5,13.3,10.5,7.9,3.5,0,0,0,0,0,0,0,0,0,0,0,8.48
970,94,100,4.83,5.00661886,4.4,1983,27,10.21,4.6,25.3,32.7,48.5,36.9,32.8,30.8,28.3,26,23.7,19.8,16,10,4.1,0,0,0,0,0,0,0,48.24
971,95,100,5.83,5.446562553,4.75,1983,27,10.07,5.84,15.3,22.6,32.4,24.8,21.6,21.4,19.6,18.1,16.6,13.9,11.5,8,3,0,0,0,0,0,0,0,22.8
972,96,100,6.5,6.458339789,5.6,1983,27,9.53,5.98,14.7,25.4,38.5,27.8,25.2,23.3,21.6,19.4,16.7,13.9,9.8,5.2,2.5,0,0,0,0,0,0,0,26.61
973,97,34,7.5,6.634733765,5.75,1983,27,7.92,4.53,12.1,21,28.6,21.4,19,16.8,15,12.6,10.5,6.5,2.2,0,0,0,0,0,0,0,0,0,12.76
974,98,34,7.83,7.40460788,6.4,1983,27,6.05,4.14,19.2,27.2,36.4,29.2,25.9,24,21.6,19,14.4,0,0,0,0,0,0,0,0,0,0,0,23.74
975,99,29,8.83,6.782366345,5.7,1983,27,6.93,4.6,9.1,16.8,23.8,18.2,16,14.2,12.4,10,6.8,2.2,0,0,0,0,0,0,0,0,0,0,8.45
976,100,30,9.83,7.493846113,6.1,1983,27,6.66,4.26,8.8,18.5,27,19.8,16.9,14.4,11.9,8.3,4.9,1.3,0,0,0,0,0,0,0,0,0,0,8.7
977,101,100,11.5,6.821196586,5.25,1983,27,12.27,5.07,34.8,43.4,82.2,52.7,43.4,41.2,39.4,36.4,34,30,25.8,21.7,15.2,10.5,5.3,0,0,0,0,0,102.13
978,102,100,9.83,6.695210603,5.4,1983,27,8.49,5.42,13.6,23.6,38.9,27.8,23.1,21.4,19.1,16.6,13.7,10,5.4,0.6,0,0,0,0,0,0,0,0,21.31
979,103,100,10.83,3.41351282,2.8,1983,27,10.53,5.27,23.2,29.8,38.5,31.5,29.6,27.9,26.7,24.6,22.5,20.9,15.4,10.5,6.6,0.6,0,0,0,0,0,0,41.17
980,104,33,9.83,5.633025374,4.6,1983,27,8.44,5.79,13.1,26.7,49.5,33.4,25.7,23.9,20.1,17.9,13.9,11.2,5.6,0.6,0,0,0,0,0,0,0,0,27.05
981,105,28,8.5,5.748942512,4.8,1983,27,6.6,4.75,8.5,18.1,27.6,20,17.3,15.4,13.2,10.8,6.1,0.9,0,0,0,0,0,0,0,0,0,0,9.86
982,106,100,7.5,5.572548536,4.7,1983,27,11.01,5.69,21,28.2,39.9,31.4,27.9,26.7,25.3,23.1,21.4,19,15.7,11.7,7.2,3.1,0,0,0,0,0,0,38.24
983,107,100,6.5,4.861068769,4.25,1983,27,10.69,6.15,17.6,26.4,39.3,29.6,27.1,25.6,24.3,22.2,20.1,17.2,14.2,11.2,6.2,0.6,0,0,0,0,0,0,34.54
984,108,100,7.5,4.773913026,4.2,1983,27,11.46,6.94,19.6,30.2,43.5,32.9,29.6,28.5,27.2,25.7,23.6,21.4,18.1,13.9,9.9,4.5,0.6,0,0,0,0,0,45.6
985,109,100,9.17,5.155462373,4.33,1983,27,9.47,6.06,13.4,21.2,27.3,22.6,21.4,20,18.9,17.4,15,12.4,9.7,5.5,0.6,0,0,0,0,0,0,0,19.62
986,110,100,10.83,4.483684403,3.66,1983,27,11.2,6.93,18.3,30.5,49.3,32.2,31.2,29.2,27.5,25.2,23.8,20.8,17,12.8,8.5,3.5,0,0,0,0,0,0,46.07
987,111,33,11.83,3.861442869,3.1,1983,27,7.25,4.33,9.6,16.1,22.7,17.4,14.8,13.2,11.5,9.6,6,3.5,0,0,0,0,0,0,0,0,0,0,7.46
988,112,30,9.83,4.035754354,3.5,1983,27,8.57,5.09,13.5,22.6,34.8,28,21.1,19.7,18.6,15,12,9.2,5.4,0.6,0,0,0,0,0,0,0,0,18.73
989,113,100,8.83,3.859360378,3.4,1983,27,11.65,4.59,29,34.5,58.3,40.2,33.5,32.7,32.2,29.5,27,23.8,20.6,17.8,11.5,6.5,1.6,0,0,0,0,0,62.64
990,114,100,7.5,3.975277516,3.6,1983,27,9.97,4.88,23.3,31.8,48.8,34.7,31.4,29.8,27.7,24.8,21.6,16.7,11.8,8.7,3.7,0,0,0,0,0,0,0,42.71
991,115,100,6.5,3.790897186,3.4,1983,27,11.02,4.77,20.2,25.9,48.2,29.7,25.6,24.5,22.3,20.5,18.6,16.9,14.1,11,7.1,2.5,0,0,0,0,0,0,32.64
992,116,100,5.5,4.149589002,3.6,1983,27,9.58,5.4,19.3,27,48.8,29.7,27,26,24,22.3,19.3,16.7,12,5.8,0.6,0,0,0,0,0,0,0,33.73
993,117,100,4.5,3.701658953,3.3,1983,27,10.49,5.18,24,32.3,55.9,42.1,32.4,29.5,27.8,26.1,22.8,19.9,15.8,10.9,5.7,0.6,0,0,0,0,0,0,50.23
994,118,100,3.17,3.817576091,4,1983,27,8.1,3.85,17.1,30.5,49.5,34.1,27.3,22.2,19.3,15.6,10.6,6.9,2.5,0,0,0,0,0,0,0,0,0,25
995,119,33,2.5,3.077334928,3.9,1983,27,5.71,2.7,16,21.6,41,23.1,20.3,17.4,10.7,6.1,1.3,0,0,0,0,0,0,0,0,0,0,0,11.67
996,120,36,1.17,2.658166274,4.33,1983,27,5.3,2.39,9.4,13.1,21.3,16.6,11.6,9.3,6.9,4,0,0,0,0,0,0,0,0,0,0,0,0,4.23
997,121,40,0.5,2.988096695,4.9,1983,27,5.84,3.21,13.5,19.3,29.6,21.6,17.8,15.6,13,8.8,1.6,0,0,0,0,0,0,0,0,0,0,0,9.89
998,122,100,0.83,1.36206428,3.4,1983,27,8.82,3.66,29.1,41.8,61.8,47.5,39.2,36,29.4,24.8,19.9,13.9,7.7,1.9,0,0,0,0,0,0,0,0,55.72
999,123,100,2.5,1.743613627,2.67,1983,27,7.69,2.59,24.6,27.9,59.6,31.3,27.3,25.2,21.2,17.7,11.6,6.6,1.3,0,0,0,0,0,0,0,0,0,27.79
1000,124,36,4.17,1.86959961,1.8,1983,27,7.14,3.47,16,25,50.5,29.9,22.7,19.7,16.1,12.6,8.7,3.8,0,0,0,0,0,0,0,0,0,0,18.88
1001,125,100,5.17,2.844629095,2.5,1983,27,8.98,4.59,18.1,25.8,42.9,28.5,25.2,23.4,21.2,19.2,16.8,12,8.4,3.6,0,0,0,0,0,0,0,0,26.35
1002,126,100,5.5,1.753682472,1.75,1983,27,11.3,4.62,31.6,36.4,63,40.3,36,35,34,32.7,29.6,25.8,21.6,17.4,10.3,4.1,0,0,0,0,0,0,70.28
1003,127,28,6.5,2.992261676,2.75,1983,27,6.2,3.58,10,17.3,24.5,18.9,15.1,13.3,10.6,7.7,2.8,0,0,0,0,0,0,0,0,0,0,0,7.2
1004,128,100,6.5,2.193626166,2.2,1983,27,10.7,5.61,20,29.6,39.9,31.8,28.8,27.1,25.6,22.9,20.1,17.7,14.3,10,5.5,1.3,0,0,0,0,0,0,37.34
1005,129,24,8.83,3.060724868,2.8,1983,27,5.32,0,0,17.7,26.3,19.1,16.6,13.9,10.8,3.7,0.3,0,0,0,0,0,0,0,0,0,0,0,NA
1006,130,100,7.83,1.550609591,1.7,1983,27,11.25,4.97,33.5,41.9,59.9,47.9,40.9,39,37,34.6,31.1,27.3,25.6,18.5,10.7,4.4,0,0,0,0,0,0,84.59
1007,131,36,9.83,3.237118844,2.8,1983,27,8.89,5.23,15.8,28.5,41,33,26.7,23.7,20.9,18.3,14.8,12.7,8.3,3.1,0,0,0,0,0,0,0,0,27.55
1008,132,100,11.5,3.091568754,2.6,1983,27,10.62,5.84,19.9,29.2,64.5,34.6,28.9,27.8,26.4,24.4,21.6,18.5,16.7,12.2,6.2,0.3,0,0,0,0,0,0,44.39
1009,133,100,11.5,2.029383525,1.95,1983,27,10.42,5.13,23.4,29.7,72.1,36.5,29.7,28.3,26.9,25.4,21.8,18.2,13.4,9.6,4.2,0.3,0,0,0,0,0,0,46.1
1010,134,25,10.5,1.581453476,1.55,1983,27,5.68,0,0,17.2,22.3,18.2,14.8,12.8,11.2,6.6,3,0,0,0,0,0,0,0,0,0,0,0,NA
1011,135,100,9.17,0.363649312,0.75,1983,27,10.96,6.87,18.9,28.3,45.4,30.5,27.8,26.8,24.7,23.2,21.3,19.1,16.4,13.5,7.9,2.5,0,0,0,0,0,0,38.91
1012,136,100,10.17,0.548029643,0.75,1983,27,9.97,5.48,20.1,29.7,39.6,31.8,28.8,26.9,25.3,22.3,20,17.3,13.7,7.7,2.8,0,0,0,0,0,0,0,36.09
1013,137,25,11.5,0.695662223,0.8,1983,27,6.38,0,0,15.8,25,17.6,14.7,12.5,10.2,7,3.6,0.6,0,0,0,0,0,0,0,0,0,0,NA
1014,138,35,11.17,-0.074211891,0.2,1983,27,8.44,6.1,11.4,21.5,32.8,22,20.8,19.6,17.7,15.6,12.8,10.7,6.6,1.3,0,0,0,0,0,0,0,0,17.29
1015,139,21,9.17,1.162284822,1.25,1983,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1016,140,36,7.83,0.751974081,1.1,1983,27,9.4,6.47,13.3,22,32.7,24.5,21.4,20.5,19.3,18.4,15.8,13.5,10.2,4.2,0.6,0,0,0,0,0,0,0,21.43
1017,141,28,6.83,0.839129824,1.1,1983,27,6.82,4.19,10.2,20.7,29.9,22,18.2,16.4,14,8.5,6.1,1.3,0,0,0,0,0,0,0,0,0,0,10.79
1018,142,26,7.17,0.010861361,0.5,1983,27,6.98,0,0,18.2,24,21,17.1,14.5,11.5,8.6,5.4,2.5,0,0,0,0,0,0,0,0,0,0,NA
1019,143,100,5.83,0.654749493,0.85,1983,27,8.21,4.63,13.5,19.8,26.4,20.1,18.2,16.8,15.2,13.4,11.3,8.3,3,0,0,0,0,0,0,0,0,0,12.69
1020,144,36,4.5,0.770666631,0.85,1983,27,8.79,2.98,27.5,34.9,63,41.9,32,29.5,25.9,22.6,17.9,13.4,7.5,1.9,0,0,0,0,0,0,0,0,42.74
1021,145,100,3.17,0.359484332,1.15,1983,27,8.4,3.78,21.9,29.9,58.7,35.1,27.9,26.2,22.7,20,16,10,4.9,0.6,0,0,0,0,0,0,0,0,32.45
1022,146,38,1.5,0.505034423,2.3,1983,27,6.41,2.19,18,22,43.1,25.4,20,16.9,13.9,11.5,4.7,0.6,0,0,0,0,0,0,0,0,0,0,13.78
1023,1,100,2.83,15.82674169,14.5,1984,28,7.99,3.8,23.2,29.4,53.5,33.1,29,26.7,23.3,20.9,17.6,12,4.2,0,0,0,0,0,0,0,0,0,32.96
1024,2,100,1.5,15.40757304,14.33,1984,28,9.26,3.78,32.6,40,69,43.7,39,37.2,34.5,30.8,26.5,20.6,15,7.7,0,0,0,0,0,0,0,0,66.84
1025,3,100,0.5,14.16899384,13.4,1984,28,10.07,5.65,21.5,30.1,50,33.6,30.3,28.2,26.4,24.3,22,19.5,14.8,9.2,3.6,0,0,0,0,0,0,0,42.08
1026,4,32,1.5,14.34538781,13.45,1984,28,6.72,4.22,12.1,22,30,23.1,20.2,17,15,11.4,9,2.6,0,0,0,0,0,0,0,0,0,0,12.88
1027,5,32,2.5,15.05686758,14,1984,28,4.67,2.36,8.3,14.5,20.8,16,11.4,8.9,4.5,1.3,0,0,0,0,0,0,0,0,0,0,0,0,3.67
1028,6,100,3.83,15.73958595,14.3,1984,28,8.63,3.53,25.3,31.3,69.2,35.7,30.7,28.1,25.4,22.3,18.5,13.9,7.1,1.6,0,0,0,0,0,0,0,0,39.86
1029,7,100,4.5,15.14610581,13.7,1984,28,7.74,4.54,19,28.3,48.5,30.9,26.3,24.5,22.2,19.2,15.2,10.4,2.9,0,0,0,0,0,0,0,0,0,27.63
1030,8,100,5.83,15.56527447,13.85,1984,28,8.66,4.96,18.8,28.7,48,31.8,27.6,26.2,23.2,20.4,17.5,13.5,7.7,1.3,0,0,0,0,0,0,0,0,31.47
1031,9,100,7.83,15.39096298,13.6,1984,28,10.72,5.1,27.2,37.2,56.7,39.4,36.4,35.1,32.6,29.8,26.6,22.6,18.1,12.7,7.8,2.5,0,0,0,0,0,0,61.84
1032,10,40,9.17,15.537724,13.3,1984,28,6.69,4.05,11.2,20,27.9,20.2,18.2,15.9,13.1,9.7,5.2,1.6,0,0,0,0,0,0,0,0,0,0,10.03
1033,11,100,10.83,15.12949575,12.25,1984,28,8.58,3.78,20.1,27.2,44.8,29.2,25.3,22.3,20.8,18.4,15.3,11.6,6.4,0.9,0,0,0,0,0,0,0,0,25.26
1034,12,32,11.5,15.0711014,12.1,1984,28,8.44,4.83,12.9,20.5,26,21.8,19.1,17.4,15.7,13.7,10.9,8.2,5,0.6,0,0,0,0,0,0,0,0,13.71
1035,13,100,11.5,13.7373801,10.9,1984,28,10.95,6.57,19.4,31,50.6,33.4,30.8,28.4,26.9,24.8,22,19.5,16.6,14.2,8.5,3,0,0,0,0,0,0,44.75
1036,14,28,10.5,13.82453585,11.3,1984,28,5.52,0,0,13.3,17.6,13.5,12,10.9,8.6,5.2,0.6,0,0,0,0,0,0,0,0,0,0,0,NA
1037,15,35,9.5,14.44677738,12.15,1984,28,6.86,4.77,10.7,20.8,25.9,21.1,20.4,18.1,15.6,12.7,8.3,2.9,0,0,0,0,0,0,0,0,0,0,12.84
1038,16,26,9.17,14.47553877,12.25,1984,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1039,17,100,6.83,14.14439742,12.45,1984,28,9.35,5.49,18.2,28.5,43.2,30.3,28.2,26,23.8,21.4,18.3,15.6,11.3,4.8,0.6,0,0,0,0,0,0,0,32.64
1040,18,100,4.5,14.3474703,13,1984,28,6.89,3.99,12.4,19.4,32.5,20.6,18.7,16.4,13.8,11.5,7.1,3,0,0,0,0,0,0,0,0,0,0,11.4
1041,19,27,3.5,13.63599053,12.5,1984,28,5.5,0,0,14.5,20.6,15.5,12.8,10.8,8.4,4.3,0.9,0,0,0,0,0,0,0,0,0,0,0,NA
1042,20,100,2.5,13.45959656,12.5,1984,28,8.77,4.66,20.5,29.9,40.2,31.4,29.1,27.3,24.6,21.6,17.6,13.1,7.5,1.3,0,0,0,0,0,0,0,0,32.51
1043,21,100,1.5,13.5467523,12.7,1984,28,9.75,4.94,21.5,30.8,52,33.3,29.7,28.1,25.7,23.1,20.5,17.8,13.5,7.5,1.3,0,0,0,0,0,0,0,39.54
1044,22,100,0.17,13.39911972,12.85,1984,28,10.7,5.08,25.7,35.6,56,39.8,34.9,32.4,30,27.3,24.2,21.1,17.3,12.4,6.4,1.3,0,0,0,0,0,0,55.22
1045,23,34,0.17,12.32894814,12.05,1984,28,9.58,4.48,30.1,38.3,60.9,45.1,37.4,34.8,32.7,30.1,26.8,22.2,17,11,1.6,0,0,0,0,0,0,0,64.35
1046,24,100,1.5,12.213031,11.6,1984,28,9.75,5.36,21.2,30.5,50.3,33.5,29.7,27.7,26.1,24,21.1,17.4,13,7.7,1.6,0,0,0,0,0,0,0,39.74
1047,25,100,2.5,12.66096105,11.7,1984,28,9.31,4.83,21.5,31.6,44.6,33.8,30.6,28.1,25.9,22.9,20,16.9,11.6,5.4,0.3,0,0,0,0,0,0,0,38.29
1048,26,38,3.83,12.80859363,11.66,1984,28,8.37,5.82,11.7,22.1,32,23.1,21.4,19.5,17.4,15.6,13.4,10.2,6.3,0.6,0,0,0,0,0,0,0,0,17.57
1049,27,100,4.5,12.48664956,11.25,1984,28,8.81,4.85,15.2,22.2,34.7,24.6,22.1,19.8,18.4,16.4,14,12,8.2,2.5,0,0,0,0,0,0,0,0,19.68
1050,28,100,4.83,13.5200734,12.15,1984,28,9.14,5.11,17.7,25.5,38.9,27.7,24.7,23.4,21.1,19.3,16.8,13.7,9.7,4.4,0,0,0,0,0,0,0,0,26.1
1051,29,21,NA,NA,NA,1984,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1052,30,100,7.17,13.58766503,11.85,1984,28,10.22,4.75,24.5,31.4,46.8,33.1,31.2,29.4,28,25.2,22.8,18.7,14.8,8.4,3.6,0,0,0,0,0,0,0,43.51
1053,31,100,9.17,13.41335355,11.25,1984,28,10.62,6.45,20.9,33.2,46.6,36.5,32.9,31.1,29.4,27.1,24.2,20.9,17.2,11.9,6.1,0.9,0,0,0,0,0,0,50.43
1054,32,100,11.5,13.21028067,10.5,1984,28,10.33,5.24,20.8,28.6,39.4,29.4,28.7,27.3,25,22.4,19.9,16.7,13.3,9.3,4.9,0.6,0,0,0,0,0,0,35.44
1055,33,100,9.5,12.84950636,10.7,1984,28,11.8,5.55,25.3,34.1,51.2,37.7,34.3,32.2,30.5,27.8,25.9,22.7,20.1,16.3,10.8,7.8,1.3,0,0,0,0,0,57.84
1056,34,21,NA,NA,NA,1984,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1057,35,36,7.83,12.19642094,10.5,1984,28,8.35,5.13,13.3,22,30.5,23.1,22.3,20.4,17.7,15.4,12.5,8.9,4.8,0.3,0,0,0,0,0,0,0,0,17.58
1058,36,100,5.83,12.90581822,11.5,1984,28,9.74,5.62,21.5,29.2,41.2,31.3,28.6,27.5,25.6,23.2,20.5,17.1,12.9,7.2,1.6,0,0,0,0,0,0,0,36.54
1059,37,100,5.83,11.83564663,10.5,1984,28,8.91,4.5,15.3,25.6,30.6,24.7,21.8,20.2,17.9,15.6,12.9,10.2,7.7,2.5,0,0,0,0,0,0,0,0,18.45
1060,38,100,6.5,11.77725229,10.3,1984,28,10.76,4.83,26.4,33.8,47.5,37.2,33.2,32.4,31.2,27.4,25.2,21,16.5,11.9,6.6,1.6,0,0,0,0,0,0,52.91
1061,39,100,5.17,11.62961971,10.3,1984,28,9.21,5.48,17.2,26.7,34.7,29,26.3,24.4,22.5,19.8,17,15,10.5,5,0,0,0,0,0,0,0,0,28.31
1062,40,100,4.17,11.98032517,10.8,1984,28,9.67,5.99,15,24.6,32.6,26.4,24.5,22.3,20.5,18.2,16.7,14,11,7.1,1.6,0,0,0,0,0,0,0,24.74
1063,41,100,3.83,11.7464084,10.66,1984,28,9.74,5.29,22.1,30.3,45.5,34.2,29.7,28.5,26.2,24,21.8,19.4,14.5,8,1.3,0,0,0,0,0,0,0,41.02
1064,42,100,2.83,11.29847835,10.33,1984,28,9.05,4.54,22.9,28.1,41,30.8,27.6,26.5,25.1,23.2,20.1,16.6,11.2,4.8,0,0,0,0,0,0,0,0,34.4
1065,43,100,2.17,11.62753722,10.8,1984,28,8.84,4.9,18.9,27.4,41.4,29.7,26.4,24.7,22.8,20,17.9,13.7,8.5,1.9,0,0,0,0,0,0,0,0,28.97
1066,44,100,1.83,11.12208438,10.45,1984,28,8.09,3.85,16.3,23.2,32.4,24.6,22.5,19.5,16.8,15.3,11.4,6.1,2.5,0,0,0,0,0,0,0,0,0,16.91
1067,45,32,0.5,11.23800151,11.2,1984,28,7.03,3.59,13.9,20.7,28.8,23,18.9,16.8,14.2,11,7.2,2.7,0,0,0,0,0,0,0,0,0,0,11.84
1068,46,100,1.17,9.845885865,9.8,1984,28,7.91,3.82,15.7,22.1,32,24,21.4,18.9,16.7,14.1,10.6,6.3,2.5,0,0,0,0,0,0,0,0,0,15.73
1069,47,100,0.5,9.105644702,9.6,1984,28,8.51,3.99,16.4,22.6,34.3,25.1,22.1,20.1,17.7,14.9,13.6,9.9,4.7,0.6,0,0,0,0,0,0,0,0,18.45
1070,48,100,2.5,9.729968727,9.1,1984,28,9.82,5.36,20.4,29.3,42.3,32.4,28.3,26.7,25.6,22.7,20.7,17,12.8,8.3,1.6,0,0,0,0,0,0,0,36.5
1071,49,100,2.83,9.174107895,8.55,1984,28,9.01,4.25,26.1,34.3,53.8,37.8,33,31.1,29.3,26.8,21.3,13.2,8.1,2.8,0,0,0,0,0,0,0,0,45.32
1072,50,33,3.5,10.44144849,9.5,1984,28,7.68,3.87,15.5,21.2,30.6,23.9,20.9,18.1,15.9,12.4,9,5.1,1.3,0,0,0,0,0,0,0,0,0,14.25
1073,51,100,4.17,11.18168966,10.1,1984,28,9.47,5.06,21.6,30.1,41.2,32.6,29.6,27.9,26.3,23.4,20.5,14.1,9.4,4.1,0.6,0,0,0,0,0,0,0,36.32
1074,52,100,4.5,10.09074303,9.1,1984,28,8.98,5.6,14.1,25,38.7,26,23.4,21.2,19.8,17.5,14.7,12.1,6.3,1.9,0,0,0,0,0,0,0,0,22
1075,53,36,4.83,10.86061715,9.75,1984,28,8.25,4.73,13.1,21,26.5,22.2,20.7,18.5,16.3,13.7,11,8.4,4.3,0,0,0,0,0,0,0,0,0,14.77
1076,54,100,6.17,10.74382845,9.45,1984,28,9.52,6.24,15.2,25,39.5,26.7,24,23,21,18.9,16.7,13.5,9.4,5.3,0.6,0,0,0,0,0,0,0,25.29
1077,55,27,7.83,10.86269964,9.3,1984,28,6.25,0,0,15.9,24.4,17.1,13.8,11.7,9.7,6.9,3.7,0,0,0,0,0,0,0,0,0,0,0,NA
1078,56,33,8.83,11.84571548,10.05,1984,28,8.02,3.94,17.2,24.5,36.1,26.9,24.2,21.8,18.9,15.6,11.8,7.5,3.3,0,0,0,0,0,0,0,0,0,20.14
1079,57,100,10.83,12.73358922,10.25,1984,28,11.01,5.7,22.1,33.2,49.8,39.4,32.9,30.9,28.7,26.9,23,19.4,15.6,12,7.3,2.8,0,0,0,0,0,0,50.27
1080,58,29,11.83,11.58424825,9.25,1984,28,7.43,4.49,10,16.2,23.8,17.8,15.7,14.3,12.4,10.1,7.5,5.3,0.6,0,0,0,0,0,0,0,0,0,8.61
1081,59,100,11.17,10.57159946,8.33,1984,28,10.48,4.14,24.2,28.2,41,31.6,28.7,28.5,26.3,22.7,21,18.8,15.3,12.2,5.5,0.9,0,0,0,0,0,0,39.41
1082,60,21,9.83,10.95992423,9.1,1984,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1083,61,100,8.83,11.04707997,9.3,1984,28,10.28,6.43,20.2,29.3,52,32.1,29.3,28.7,27.2,25,22.7,20.4,15.4,10.2,4.3,0,0,0,0,0,0,0,43.05
1084,62,100,8.83,9.976908385,8.45,1984,28,10.81,5.97,20.3,29,52.5,33.4,28.5,28.2,26.3,24.1,21.7,19,16,10.9,6.3,1.6,0,0,0,0,0,0,41.91
1085,63,27,7.83,10.3356002,8.85,1984,28,6.73,0,0,14.7,21.4,15,13.2,11.8,9.6,7.1,4,1.3,0,0,0,0,0,0,0,0,0,0,NA
1086,64,100,6.5,9.916431548,8.7,1984,28,10.54,6.21,19.7,29.4,43,31.6,29.2,27.7,25.8,24,21.5,18.7,15.2,11.4,5.6,0.6,0,0,0,0,0,0,39.73
1087,65,27,5.83,9.439740104,8.4,1984,28,6.64,0,0,17.2,23.7,17.9,16,14.7,12.9,10.3,5,1.6,0,0,0,0,0,0,0,0,0,0,NA
